time,edge,probability (value_exp),denominator,expect,true,no.of neighbours
5204,-gneE1,0.900181076401962,0.066744539661398,108.84375,42,2
5245,-gneE1,0.829653969035996,0.039110791530301,106.787878787879,41,2
5287,-gneE1,0.727827011386739,0.024478432407979,104.882352941176,42,2
5328,-gneE1,0.594225932643811,0.01641891052441,103.057142857143,41,2
5369,-gneE1,0.446720135985023,0.0120415878805,101.333333333333,41,2
5408,-gneE1,0.481386250731709,0.011174435844971,101.333333333333,39,2
5449,-gneE1,0.54677257443337,0.009838130197051,101.333333333333,80,2
5490,-gneE1,0.592784196528082,0.010949747980266,101.864864864865,121,2
5532,-gneE1,0.448749343652614,0.008088716757534,100.289473684211,42,2
5573,-gneE1,0.599546813116157,0.006054250071099,100.289473684211,41,2
5612,-gneE1,0.551177054025939,0.005401782054395,99.7692307692308,80,2
5652,-gneE1,0.404306919785961,0.004069954504578,98.275,40,2
5691,-gneE1,0.322259547501114,0.005106166076924,98.275,39,2
5730,-gneE1,0.282398274175659,0.005826915104982,98.275,78,2
5770,-gneE1,0.276791393232119,0.00594494919152,98.275,118,2
5811,-gneE1,0.283982057528627,0.005794418083083,98.275,159,2
5851,-gneE1,0.324799928281539,0.005066228857011,98.275,199,2
5891,-gneE1,0.413357020495216,0.003980846309187,98.275,239,2
5934,-gneE1,0.323416416019715,0.005087901194585,98.275,282,2
5976,-gneE1,0.252698973346208,0.006511742994541,98.275,324,2
6016,-gneE1,0.204359112981157,0.008052054764823,98.275,364,2
6057,-gneE1,0.159966556499762,0.010286592431697,98.275,405,2
6100,-gneE1,0.117969309638364,0.013948634390244,98.275,448,2
6142,-gneE1,0.193804940074714,0.008490551214952,98.275,490,2
6184,-gneE1,0.314386919703444,0.005234030636412,98.275,532,2
6225,-gneE1,0.481702118574075,0.003416033905531,98.275,573,2
6265,-gneE1,0.681629519845818,0.002414083782327,98.275,613,2
6305,-gneE1,0.996322371784163,0.208986055088993,111.804878048781,653,2
6349,-gneE1,0.993314533613004,0.11496176458336,110.190476190476,44,2
6390,-gneE1,0.987613794192864,0.062050721978883,108.581395348837,41,2
6431,-gneE1,0.977284341759809,0.033834503265768,107.045454545455,41,2
6473,-gneE1,0.959279484777242,0.018874344018178,105.6,42,2
6516,-gneE1,0.929035254494366,0.010830349738248,104.239130434783,43,2
6558,-gneE1,0.878688375821604,0.006335526526144,102.914893617021,42,2
6598,-gneE1,0.797985719974454,0.003804547939951,101.604166666667,40,2
6637,-gneE1,0.681892574825053,0.002416080078889,100.326530612245,39,2
6678,-gneE1,0.543896589915497,0.001685084995899,99.14,41,2
6718,-gneE1,0.397542452152515,0.001275729743378,97.9803921568628,40,2
6758,-gneE1,0.487831144903829,0.001039615317235,97.9803921568628,40,2
6797,-gneE1,0.625750434575776,0.000810477632046,97.9803921568628,79,2
6835,-gneE1,0.669008520651753,0.000916400936291,98.3461538461538,117,2
6874,-gneE1,0.52618345666971,0.000640165283059,97.2264150943396,39,2
6914,-gneE1,0.382434972636827,0.000491156215361,96.1666666666667,40,2
6954,-gneE1,0.327666819057763,0.000573250945342,96.1666666666667,40,2
6992,-gneE1,0.326578944182533,0.000575160515177,96.1666666666667,78,2
7031,-gneE1,0.362772141401137,0.000517777669081,96.1666666666667,117,2
7071,-gneE1,0.424256898775429,0.000442739562572,96.1666666666667,157,2
7112,-gneE1,0.51256447775053,0.000366461824679,96.1666666666667,198,2
7153,-gneE1,0.813085882254937,0.000955660883468,98.7636363636364,239,2
7194,-gneE1,0.708828562600249,0.000613475389249,97.7321428571429,41,2
7236,-gneE1,0.580247703067243,0.000425552194001,96.7543859649123,42,2
7276,-gneE1,0.4357157783772,0.000316554147807,95.7758620689655,40,2
7317,-gneE1,0.669738841475832,0.000205942418699,95.7758620689655,41,2
7355,-gneE1,0.63048607905093,0.000184065546473,95.4915254237288,79,2
7397,-gneE1,0.494569536336344,0.000134568029984,94.6,42,2
7436,-gneE1,0.452826588977488,0.000146972924768,94.6,39,2
7478,-gneE1,0.412442283548465,0.000161363785551,94.6,81,2
7520,-gneE1,0.373861250645794,0.000178015903172,94.6,123,2
7562,-gneE1,0.383889684924919,0.000173365554763,94.6,165,2
7603,-gneE1,0.418324750950166,0.00015909469388,94.6,206,2
7644,-gneE1,0.495507061644306,0.000134313420224,94.6,247,2
7685,-gneE1,0.605375729798802,0.000109937093475,94.6,288,2
7725,-gneE1,0.940495797797397,0.000729088764741,98.4262295081967,328,2
7765,-gneE1,0.897585909768766,0.000423612075085,97.4838709677419,40,2
7805,-gneE1,0.829895342198331,0.00025504207728,96.5714285714286,40,2
7847,-gneE1,0.735687091810892,0.000164138201112,95.71875,42,2
7888,-gneE1,0.612019728177777,0.000111819719794,94.8769230769231,41,2
7929,-gneE1,0.472951232972286,8.23146699032202E-05,94.0606060606061,41,2
7969,-gneE1,0.429734608597687,9.05927143021459E-05,94.0606060606061,40,2
8009,-gneE1,0.437649713515923,8.89543016255587E-05,94.0606060606061,80,2
8049,-gneE1,0.496616177833503,7.83921796351282E-05,94.0606060606061,120,2
8088,-gneE1,0.572038974024921,6.80562450990248E-05,94.0606060606061,159,2
8127,-gneE1,0.795929656174537,0.000142722455064,95.6119402985075,198,2
8166,-gneE1,0.684067458557533,9.21887322642071E-05,94.7794117647059,39,2
8208,-gneE1,0.554598289835055,6.539135304578E-05,94.0144927536232,42,2
8250,-gneE1,0.418135057856391,5.00552935347696E-05,93.2714285714286,42,2
8290,-gneE1,0.629187773426492,3.32649074602921E-05,93.2714285714286,40,2
8331,-gneE1,0.598394342892582,3.07142944423549E-05,93.0985915492958,81,2
8373,-gneE1,0.463410385182377,2.29878366287523E-05,92.3888888888889,42,2
8412,-gneE1,0.390721025838012,2.72644713802942E-05,92.3888888888889,39,2
8452,-gneE1,0.362426052053733,2.93930366381617E-05,92.3888888888889,79,2
8492,-gneE1,0.358894146109616,2.96822958583058E-05,92.3888888888889,119,2
8533,-gneE1,0.3795494757883,2.80669659851709E-05,92.3888888888889,160,2
8575,-gneE1,0.434205201519976,2.45340272049909E-05,92.3888888888889,202,2
8616,-gneE1,0.533664053831392,1.99616259520551E-05,92.3888888888889,243,2
8655,-gneE1,0.891263189293778,8.5608761788733E-05,94.986301369863,282,2
8696,-gneE1,0.823274422563054,5.26738905619747E-05,94.2567567567568,41,2
8739,-gneE1,0.730709271812798,3.45679325392306E-05,93.5733333333333,43,2
8779,-gneE1,0.60562076419356,2.36037369117075E-05,92.8684210526316,40,2
8820,-gneE1,0.46845483857719,1.75127616635586E-05,92.1948051948052,41,2
8860,-gneE1,0.370002473308707,2.21726570224797E-05,92.1948051948052,40,2
8902,-gneE1,0.304058669495554,2.69814307605628E-05,92.1948051948052,82,2
8944,-gneE1,0.252551854356615,3.24841722466976E-05,92.1948051948052,124,2
8984,-gneE1,0.231318705606565,3.54659512581603E-05,92.1948051948052,164,2
9025,-gneE1,0.164709955975061,4.98083912995842E-05,92.1948051948052,205,2
9065,-gneE1,0.118618247637901,6.9162528544401E-05,92.1948051948052,245,2
9105,-gneE1,0.084576735731622,9.69999358236742E-05,92.1948051948052,285,2
9148,-gneE1,0.054509276861009,0.000150505352677,92.1948051948052,328,2
9188,-gneE1,0.073090562428292,0.000112243464349,92.1948051948052,368,2
9228,-gneE1,0.051744459078902,0.000158547177498,92.1948051948052,408,2
9269,-gneE1,0.035410867387478,0.000231678536659,92.1948051948052,449,2
9311,-gneE1,0.062039364244137,0.000132237621035,92.1948051948052,491,2
9352,-gneE1,0.120024531001193,6.83521765901472E-05,92.1948051948052,532,2
9391,-gneE1,0.250347220048018,3.27702378183772E-05,92.1948051948052,571,2
9432,-gneE1,0.179525460955324,4.56979076643882E-05,92.1948051948052,612,2
9475,-gneE1,0.12234932795107,6.70533960057722E-05,92.1948051948052,655,2
9516,-gneE1,0.084651885269952,9.69138243286732E-05,92.1948051948052,696,2
9557,-gneE1,0.065981707444307,0.000124336551082,92.1948051948052,737,2
9597,-gneE1,0.046645484584082,0.000175878501666,92.1948051948052,777,2
9636,-gneE1,0.045536884011981,0.000180160283606,92.1948051948052,816,2
9677,-gneE1,0.031117558422343,0.00026364336902,92.1948051948052,857,2
9717,-gneE1,0.021979971221156,0.000373246072781,92.1948051948052,897,2
9756,-gneE1,0.016071913658282,0.000510451842424,92.1948051948052,936,2
9798,-gneE1,0.010671318748736,0.000768783889912,92.1948051948052,978,2
9838,-gneE1,0.019796960514329,0.000414403914793,92.1948051948052,1018,2
9879,-gneE1,0.040111357203994,0.000204529053864,92.1948051948052,1059,2
9918,-gneE1,0.092932178623152,8.82787647905128E-05,92.1948051948052,1098,2
9957,-gneE1,0.068135017002956,0.000120407072589,92.1948051948052,1137,2
9998,-gneE1,0.051405383195031,0.000159592973114,92.1948051948052,1178,2
10040,-gneE1,0.044094900714759,0.000186051851918,92.1948051948052,1220,2
10082,-gneE1,0.029166287089953,0.000281281532779,92.1948051948052,1262,2
10123,-gneE1,0.019934312838603,0.000411548569773,92.1948051948052,1303,2
10166,-gneE1,0.021642113731824,0.000379072859509,92.1948051948052,1346,2
10209,-gneE1,0.023477633665601,0.000349436321181,92.1948051948052,1389,2
10250,-gneE1,0.016057546218091,0.000510908567643,92.1948051948052,1430,2
10292,-gneE1,0.01993463524436,0.000411541913739,92.1948051948052,1472,2
10332,-gneE1,0.027250697696372,0.000301054234631,92.1948051948052,1512,2
10374,-gneE1,0.040895736717777,0.000200606190194,92.1948051948052,1554,2
10417,-gneE1,0.02617937322704,0.000313374115835,92.1948051948052,1597,2
10457,-gneE1,0.018494264382369,0.000443593633601,92.1948051948052,1637,2
10497,-gneE1,0.034018191937476,0.000241163256214,92.1948051948052,1677,2
10536,-gneE1,0.072299076682529,0.00011347223664,92.1948051948052,1716,2
10578,-gneE1,0.165072784669557,4.9698912843603E-05,92.1948051948052,1758,2
10619,-gneE1,0.115876768512058,7.07988153577948E-05,92.1948051948052,1799,2
10659,-gneE1,0.082813227779417,9.90655497693597E-05,92.1948051948052,1839,2
10699,-gneE1,0.064659273648115,0.000126879525167,92.1948051948052,1879,2
10740,-gneE1,0.05548120777954,0.000147868769742,92.1948051948052,1920,2
10782,-gneE1,0.036744674540174,0.000223268760461,92.1948051948052,1962,2
10822,-gneE1,0.038378731188319,0.000213762614973,92.1948051948052,2002,2
10863,-gneE1,0.026210542396804,0.000313001456206,92.1948051948052,2043,2
10905,-gneE1,0.031306983275354,0.000262048178388,92.1948051948052,2085,2
10943,-gneE1,0.045361279306161,0.000180857728522,92.1948051948052,2123,2
10983,-gneE1,0.032024139609508,0.00025617980805,92.1948051948052,2163,2
11023,-gneE1,0.02259504728705,0.000363085672445,92.1948051948052,2203,2
11064,-gneE1,0.048701372665497,0.000168453936494,92.1948051948052,2244,2
11106,-gneE1,0.114975258010172,7.13539424057419E-05,92.1948051948052,2286,2
11146,-gneE1,0.082203698646244,9.98001072123044E-05,92.1948051948052,2326,2
11187,-gneE1,0.058357214208856,0.00014058138397,92.1948051948052,2367,2
11229,-gneE1,0.045463006423038,0.000180453044874,92.1948051948052,2409,2
11269,-gneE1,0.032091183435528,0.000255644605772,92.1948051948052,2449,2
11309,-gneE1,0.02263489384871,0.000362446494911,92.1948051948052,2489,2
11350,-gneE1,0.015452881234324,0.00053090021296,92.1948051948052,2530,2
11391,-gneE1,0.019175275448526,0.0004278393789,92.1948051948052,2571,2
11432,-gneE1,0.025364960827514,0.00032343586075,92.1948051948052,2612,2
11473,-gneE1,0.017312825185643,0.00047386477078,92.1948051948052,2653,2
11515,-gneE1,0.027040380290667,0.000303395804717,92.1948051948052,2695,2
11554,-gneE1,0.047754297111238,0.00017179475847,92.1948051948052,2734,2
11595,-gneE1,0.088208981540911,9.30056984541671E-05,92.1948051948052,2775,2
11636,-gneE1,0.166397595366754,4.93032241244894E-05,92.1948051948052,2816,2
11676,-gneE1,0.336101280379683,2.44091243237021E-05,92.1948051948052,2856,2
11716,-gneE1,0.256535466049028,3.19797416883296E-05,92.1948051948052,2896,2
11757,-gneE1,0.201722055405407,4.0669513909401E-05,92.1948051948052,2937,2
11799,-gneE1,0.165740289975655,4.94987545837419E-05,92.1948051948052,2979,2
11838,-gneE1,0.123778916169332,6.62789608443493E-05,92.1948051948052,3018,2
11879,-gneE1,0.086018926383987,9.53736379075563E-05,92.1948051948052,3059,2
11920,-gneE1,0.059201547857476,0.000138576409487,92.1948051948052,3100,2
11963,-gneE1,0.037963782405186,0.000216099066489,92.1948051948052,3143,2
12005,-gneE1,0.025059788229533,0.000327374591637,92.1948051948052,3185,2
12046,-gneE1,0.034132179259489,0.000240357870963,92.1948051948052,3226,2
12089,-gneE1,0.050993919168895,0.000160880710325,92.1948051948052,3269,2
12130,-gneE1,0.085531823216415,9.59167901447077E-05,92.1948051948052,3310,2
12170,-gneE1,0.157182135518355,5.21938317677655E-05,92.1948051948052,3350,2
12210,-gneE1,0.284656547312576,2.88204786280027E-05,92.1948051948052,3390,2
12251,-gneE1,0.476194783074143,1.72281138511881E-05,92.1948051948052,3431,2
12290,-gneE1,0.704692324394029,1.16418721393025E-05,92.1948051948052,3470,2
12330,-gneE1,0.999999999992937,486744.448367942,136.012820512821,3510,2
12371,-gneE1,0.999999999985835,242710.820135011,134.810126582278,41,2
12413,-gneE1,0.999999999971879,122256.872272656,133.65,42,2
12453,-gneE1,0.99999999994348,60826.4786915084,132.493827160494,40,2
12495,-gneE1,0.999999999888398,30805.2039768588,131.390243902439,42,2
12536,-gneE1,0.99999999977853,15523.2547659824,130.301204819277,41,2
12577,-gneE1,0.999999999561639,7842.69972449449,129.238095238095,41,2
12621,-gneE1,0.999999999154504,4066.17353634102,128.235294117647,44,2
12663,-gneE1,0.999999998347872,2080.91266905578,127.232558139535,42,2
12703,-gneE1,0.999999996728718,1050.94394244277,126.229885057471,40,2
12745,-gneE1,0.99999999364073,540.617789507489,125.272727272727,42,2
12787,-gneE1,0.99999998766893,278.802593012177,124.337078651685,42,2
12829,-gneE1,0.999999976148985,144.142050285506,123.422222222222,42,2
12871,-gneE1,0.999999953981362,74.7074309837794,122.527472527473,42,2
12909,-gneE1,0.99999990847897,37.5644177168456,121.608695652174,38,2
12951,-gneE1,0.999999824304856,19.5676108740249,120.752688172043,42,2
12994,-gneE1,0.999999666316027,10.3029647363039,119.925531914894,43,2
13035,-gneE1,0.999999357137859,5.3478560672913,119.094736842105,41,2
13076,-gneE1,0.999998764416918,2.78243871320382,118.28125,41,2
13117,-gneE1,0.99999763078244,1.45108421389683,117.484536082474,41,2
13158,-gneE1,0.999995467644919,0.758531522852969,116.704081632653,41,2
13199,-gneE1,0.999991349608894,0.397431070919548,115.939393939394,41,2
13241,-gneE1,0.999983669842998,0.210526708384704,115.2,42,2
13282,-gneE1,0.999968974426454,0.110809690466189,114.465346534653,41,2
13323,-gneE1,0.999941188998552,0.058457331391856,113.745098039216,41,2
13364,-gneE1,0.999888773427923,0.03090928846386,113.038834951456,41,2
13405,-gneE1,0.999790121848603,0.016380619794246,112.346153846154,41,2
13445,-gneE1,0.99960134404095,0.008623812395404,111.657142857143,40,2
13485,-gneE1,0.999244545045427,0.004550812964226,110.981132075472,40,2
13525,-gneE1,0.998571960385265,0.002407450161526,110.317757009346,40,2
13568,-gneE1,0.997380167405124,0.001312272474159,109.694444444444,43,2
13609,-gneE1,0.995121110861447,0.000704655117902,109.064220183486,41,2
13651,-gneE1,0.991033082113474,0.000383401994383,108.454545454545,42,2
13694,-gneE1,0.983759172843716,0.000211684673944,107.864864864865,43,2
13734,-gneE1,0.970019883289462,0.00011467380979,107.258928571429,40,2
13774,-gneE1,0.945411268286241,6.29788253588022E-05,106.663716814159,40,2
13818,-gneE1,0.906059282156983,3.65968483113404E-05,106.114035087719,44,2
13861,-gneE1,0.842078072491963,2.17698343441532E-05,105.565217391304,43,2
13902,-gneE1,0.743495420017486,1.34030129262943E-05,105.008620689655,41,2
13944,-gneE1,0.614494625314807,8.917992917652E-06,104.470085470085,42,2
13984,-gneE1,0.462854242635367,6.40037485919403E-06,103.923728813559,40,2
14025,-gneE1,0.328076313039324,9.02973040202268E-06,103.923728813559,41,2
14067,-gneE1,0.241959771263616,1.22435256181785E-05,103.923728813559,83,2
14108,-gneE1,0.199183259493309,1.48729399527384E-05,103.923728813559,124,2
14147,-gneE1,0.187423321704767,1.58061474478677E-05,103.923728813559,163,2
14188,-gneE1,0.197205646972818,1.5022088380882E-05,103.923728813559,204,2
14229,-gneE1,0.213045392606244,1.39052087529062E-05,103.923728813559,245,2
14270,-gneE1,0.255095766261744,1.16130530170973E-05,103.923728813559,286,2
14308,-gneE1,0.35558100694578,8.33126798160628E-06,103.923728813559,324,2
14348,-gneE1,0.496410341723602,5.96772550658134E-06,103.923728813559,364,2
14388,-gneE1,0.661414136241091,4.47894971654319E-06,103.923728813559,404,2
14428,-gneE1,0.978702240924013,7.12050997054603E-05,106.781512605042,444,2
14467,-gneE1,0.960638107496042,3.85273410915398E-05,106.216666666667,39,2
14510,-gneE1,0.930966641658807,2.1967771740341E-05,105.694214876033,43,2
14553,-gneE1,0.881890454313635,1.28398517638492E-05,105.180327868852,43,2
14591,-gneE1,0.797965270166813,7.50618005013605E-06,104.634146341463,38,2
14632,-gneE1,0.682957806811077,4.78330358257654E-06,104.120967741935,41,2
14672,-gneE1,0.53829206991567,3.28456359463333E-06,103.608,40,2
14714,-gneE1,0.391923274479823,2.4939436009678E-06,103.119047619048,42,2
14754,-gneE1,0.473108347016988,2.06598456489335E-06,103.119047619048,40,2
14793,-gneE1,0.606732010526809,1.61098232086127E-06,103.119047619048,79,2
14832,-gneE1,0.640285980419294,1.76125406271474E-06,103.236220472441,118,2
14874,-gneE1,0.4963334762442,1.25787152514654E-06,102.7578125,42,2
14915,-gneE1,0.713898668738373,8.74527120001362E-07,102.7578125,41,2
14955,-gneE1,0.669063438083634,7.56046330474711E-07,102.589147286822,81,2
14995,-gneE1,0.523905618875569,5.25533136236266E-07,102.107692307692,40,2
15036,-gneE1,0.377323334786529,4.0181909365595E-07,101.641221374046,41,2
15075,-gneE1,0.412682960719775,3.67390308857737E-07,101.641221374046,39,2
15114,-gneE1,0.501720402563633,3.02191658191405E-07,101.641221374046,78,2
15154,-gneE1,0.541507785302432,3.28415473513689E-07,101.765151515152,118,2
15195,-gneE1,0.39439368721891,2.48636671405819E-07,101.308270676692,41,2
15233,-gneE1,0.605438773878893,1.61966391721705E-07,101.308270676692,38,2
15271,-gneE1,0.544820820804246,1.40396707558199E-07,101.119402985075,76,2
15310,-gneE1,0.393460674252655,1.05361112454475E-07,100.659259259259,39,2
15349,-gneE1,0.359985979356679,1.15158524841527E-07,100.659259259259,39,2
15389,-gneE1,0.376560087706175,1.10089878613728E-07,100.659259259259,79,2
15429,-gneE1,0.445297249264402,9.30961383993026E-08,100.659259259259,119,2
15470,-gneE1,0.533729634191204,7.76712621722189E-08,100.659259259259,160,2
15508,-gneE1,0.748055438959775,1.43745146457396E-07,101.375,198,2
15549,-gneE1,0.621159548315835,9.55964645931318E-08,100.934306569343,41,2
15592,-gneE1,0.480577735343219,6.97232488672808E-08,100.514492753623,43,2
15633,-gneE1,0.693010301494017,4.83505670394406E-08,100.514492753623,41,2
15674,-gneE1,0.652742452884994,4.27438542987674E-08,100.381294964029,82,2
15715,-gneE1,0.510321463467439,3.03119799841261E-08,99.9571428571429,41,2
15756,-gneE1,0.366604955912244,2.3434231348319E-08,99.5390070921986,41,2
15796,-gneE1,0.340166781292548,2.52555682175778E-08,99.5390070921986,40,2
15835,-gneE1,0.354652820478245,2.42239871057639E-08,99.5390070921986,79,2
15876,-gneE1,0.403334427770343,2.13002034013808E-08,99.5390070921986,120,2
15917,-gneE1,0.471657703750881,1.82147037607287E-08,99.5390070921986,161,2
15957,-gneE1,0.585113586206526,1.46827992937006E-08,99.5390070921986,201,2
15996,-gneE1,0.849564795271199,4.04938056513746E-08,100.528169014085,240,2
16036,-gneE1,0.755981454071851,2.49640613185463E-08,100.104895104895,40,2
16077,-gneE1,0.63228434227784,1.6566316433595E-08,99.6944444444445,41,2
16118,-gneE1,0.48874252314032,1.19151195222221E-08,99.2896551724138,41,2
16158,-gneE1,0.371737292768237,1.56654327991784E-08,99.2896551724138,40,2
16201,-gneE1,0.283046122404163,2.05741224410559E-08,99.2896551724138,83,2
16241,-gneE1,0.233562668197512,2.4933032422308E-08,99.2896551724138,123,2
16283,-gneE1,0.213714055066624,2.72486785063992E-08,99.2896551724138,165,2
16324,-gneE1,0.206698400873468,2.81735395832801E-08,99.2896551724138,206,2
16366,-gneE1,0.217602965672738,2.67617013435719E-08,99.2896551724138,248,2
16407,-gneE1,0.261999882901067,2.22268251204078E-08,99.2896551724138,289,2
16447,-gneE1,0.351433786066512,1.65704773123527E-08,99.2896551724138,329,2
16488,-gneE1,0.479286525630077,1.21501967349359E-08,99.2896551724138,370,2
16530,-gneE1,0.62670206275254,9.29217554069036E-09,99.2896551724138,412,2
16570,-gneE1,0.981335652212111,1.85848978024925E-07,101.705479452055,452,2
16611,-gneE1,0.966659314588579,1.04039551649193E-07,101.292517006803,41,2
16651,-gneE1,0.94067599699691,5.84712727780749E-08,100.878378378378,40,2
16691,-gneE1,0.896758376635117,3.35983671006562E-08,100.469798657718,40,2
16733,-gneE1,0.82939967659609,2.03326107047785E-08,100.08,42,2
16772,-gneE1,0.725647047366428,1.26433848390686E-08,99.6754966887417,39,2
16814,-gneE1,0.597636271264989,8.62093104859725E-09,99.2960526315789,42,2
16854,-gneE1,0.450175914168214,6.30883595547368E-09,98.9084967320261,40,2
16894,-gneE1,0.563340516164355,5.04150848749545E-09,98.9084967320261,40,2
16936,-gneE1,0.521162603220507,4.5974322571897E-09,98.7987012987013,82,2
16977,-gneE1,0.377836451367168,3.53833409035338E-09,98.4258064516129,41,2
17019,-gneE1,0.570110893482954,2.34500272093217E-09,98.4258064516129,42,2
17059,-gneE1,0.529044926063438,2.1405250315179E-09,98.3205128205128,82,2
17099,-gneE1,0.383359324111664,1.63481126675484E-09,97.9490445859873,40,2
17136,-gneE1,0.320637878809584,1.95460419274248E-09,97.9490445859873,37,2
17177,-gneE1,0.278420047913663,2.25098784002657E-09,97.9490445859873,78,2
17217,-gneE1,0.253454573364803,2.47271191027678E-09,97.9490445859873,118,2
17256,-gneE1,0.263754342266416,2.37615099295778E-09,97.9490445859873,157,2
17298,-gneE1,0.281544518479255,2.22600726044485E-09,97.9490445859873,199,2
17338,-gneE1,0.331305207531449,1.89167006140034E-09,97.9490445859873,239,2
17381,-gneE1,0.393591630366933,1.59231064362065E-09,97.9490445859873,282,2
17420,-gneE1,0.495665396800931,1.264401643363E-09,97.9490445859873,321,2
17461,-gneE1,0.632437595003499,9.90959657086487E-10,97.9490445859873,362,2
17502,-gneE1,0.97281531458141,1.33987025858367E-08,99.8797468354431,403,2
17541,-gneE1,0.951177650634965,7.4605077295619E-09,99.496855345912,39,2
17583,-gneE1,0.916304742173416,4.35197314963673E-09,99.1375,42,2
17624,-gneE1,0.859149704740233,2.58600462385584E-09,98.776397515528,41,2
17665,-gneE1,0.772912182961372,1.60395885416988E-09,98.4197530864197,41,2
