time,edge,old node,current node,probability (value_exp),value_coeff,expect,true,expect-true,no.of neighbours,,,,
5177,6to5,6,5,0.140384839796602,-3.07675525549373,426,39,387,4,,,,
5193,5to0,5,0,0.174671339213158,-2.72844347305866,425,48,377,3,,,,
5209,0to1,0,1,0.257160843821488,-3.19304210370145,95,49,46,2,,,,
5226,1to2,1,2,0.244589361946632,-3.09991112091626,129,129,0,3,,,,
5242,2to3,2,3,0.199205157650223,-2.60227264301381,161,37,124,3,,,,
5257,3to4,3,4,0.145635854955391,-3.1778624333526,622,34,588,3,,,,
5273,4to9,4,9,0.573389413763617,-2.04997678993708,225,32,193,2,,,,
5289,9to14,9,14,0.218460024464473,-2.66392112119567,257,31,226,3,,,,
5307,14to13,14,13,0.467131575082155,-2.17117546380139,292,33,259,3,,,,
5323,13to18,13,18,0.314698787786189,-1.96177505031908,325,33,292,4,,,,
5339,18to23,18,23,0.127338770693102,-2.72145019301197,389,83,306,4,,,,
5355,23to22,23,22,0.175030484249906,-2.60095637438454,422,116,306,3,,,,
5371,22to17,22,17,0.447790128182795,-2.15786769836162,521,148,373,3,,,,
5389,17to12,17,12,0.111477684275589,-2.57455858673668,555,182,373,4,,,,
5405,12to11,12,11,0.114816007862751,-2.58060023153947,687,212,475,4,,,,
5422,11to10,11,10,0.199818353991405,-2.29762993355688,688,304,384,4,,,,
5438,10to5,10,5,0.617784291441598,-1.24170727608805,261,261,0,3,,,,
5454,5to6,5,6,0.30591009524379,-2.54666016577279,293,24,269,3,,,,
5470,6to1,6,1,0.225572077409568,-2.89048087283485,261,24,237,4,,,,
5486,1to0,1,0,0.42981410570176,-2.5361390486986,293,293,0,3,,,,
5503,0to5,0,5,0.605875715114603,-2.76303353266359,65,24,41,2,,,,
5519,5to10,5,10,0.27143036828306,-2.92765723473547,97,25,72,3,,,,
5536,10to15,10,15,0.108630290653018,-3.14127614049017,653,26,627,3,,,,
5551,15to16,15,16,0.418932474602012,-1.71678416411316,684,498,186,3,,,,
5567,16to21,16,21,0.123115002562895,-3.13439455960631,651,26,625,4,,,,
5585,21to20,21,20,0.086542120933636,-3.20682068624524,685,59,626,3,,,,
5602,20to15,20,15,0.684656498104196,-2.205975572047,66,66,0,2,,,,
5618,15to10,15,10,0.284234243958696,-2.10469521171026,99,99,0,3,,,,
5634,10to5,10,5,0.725977594274742,-1.24170727608805,131,131,0,3,,,,
5650,5to6,5,6,0.386362588022528,-2.59257853311973,196,187,9,3,,,,
5666,6to7,6,7,0.261659870369896,-2.86246885802616,520,313,207,4,,,,
5682,7to8,7,8,0.197585881742011,-2.4176849101783,617,120,497,4,,,,
5697,8to13,8,13,0.332479736348111,-1.69750874125874,390,151,239,4,,,,
5713,13to18,13,18,0.212652261740551,-2.49254428108831,390,183,207,4,,,,
