time,edge,old node,current node,probability (value_exp),value_coeff,expect,true,expect-true,no.of neighbours,,,,
1290,12to7,12,7,0.27096363968913,-0.494818652849741,386,195,191,4,,,,
1307,7to2,7,2,0.10082233501354,-1.29334564400185,257,64,193,4,,,,
1323,2to3,2,3,0.340808054346368,-0.667820069204152,289,96,193,3,,,,
1340,3to8,3,8,0.206745321883082,-0.943661971830986,355,20,335,3,,,,
1356,8to9,8,9,0.069151672518669,-1.68446691906489,353,52,301,4,,,,
1372,9to4,9,4,0.15120599150372,-1.31782239192019,353,161,192,3,,,,
1387,4to9,4,9,0.672822254198858,0,31,31,0,2,,,,
1403,9to14,9,14,0.49485061531609,-0.28125,160,115,45,3,,,,
1420,14to19,14,19,0.268157731859684,-1.04030347890452,193,148,45,3,,,,
1437,19to24,19,24,0.359761722537365,-0.746498599439776,714,181,533,3,,,,
1454,24to23,24,23,0.455102104941969,-0.18007662835249,261,214,47,2,,,,
1473,23to22,23,22,0.456137411183608,-0.278834355828221,296,296,0,3,,,,
1491,22to17,22,17,0.283511045758136,-1.07629936417197,553,363,190,3,,,,
1509,17to16,17,16,0.144859727987348,-0.728021978021978,364,99,265,4,,,,
1526,16to15,16,15,0.176442852460354,-0.909596662030598,719,65,654,4,,,,
1544,15to20,15,20,0.140879063752006,-1.37018019874525,753,101,652,3,,,,
1560,20to21,20,21,0.411909351104229,-1.18002145922747,400,134,266,2,,,,
1577,21to16,21,16,0.5435175571681,-0.228426395939086,68,68,0,3,,,,
1594,16to11,16,11,0.068441944904273,-1.95731653239042,464,30,434,4,,,,
1610,11to6,11,6,0.109541863038492,-1.44739243427968,754,259,495,4,,,,
1627,6to5,6,5,0.177798837575879,-0.748582230623819,529,133,396,4,,,,
1644,5to0,5,0,0.372925254094264,-0.762923351158645,561,133,428,3,,,,
1662,0to1,0,1,0.44029245685251,-0.775167785234899,596,134,462,2,,,,
1679,1to2,1,2,0.147311157253512,-1.4843242851185,372,136,236,3,,,,
1697,2to3,2,3,0.24410877339276,-1.13840830449827,374,198,176,3,,,,
1714,3to4,3,4,0.220386206753472,-0.934689137871512,342,264,78,3,,,,
1731,4to9,4,9,0.459403727784263,-0.883720930232558,344,40,304,2,,,,
1746,9to14,9,14,0.272356890052997,-1.24334912536443,343,13,330,3,,,,
1762,14to13,14,13,0.225054853700938,-1.45647079720987,503,104,399,3,,,,
1779,13to18,13,18,0.198833414906835,-0.987697715289982,569,7,562,4,,,,
1796,18to17,18,17,0.167648556306479,-0.970491803278689,305,9,296,4,,,,
1814,17to12,17,12,0.156368601031294,-0.776087226565474,539,208,331,4,,,,
1829,12to7,12,7,0.123461164077349,-1.46513405173657,539,16,523,4,,,,
1846,7to8,7,8,0.190900313072793,-0.901185770750988,506,50,456,4,,,,
1864,8to13,8,13,0.372698269639503,0,102,102,0,4,,,,
1879,13to14,13,14,0.226693621735905,-0.856565656565656,133,133,0,4,,,,
1897,14to19,14,19,0.214619872416736,-1.67971647680808,477,172,305,3,,,,
1913,19to24,19,24,0.228808035035807,-1.38515406162465,476,172,304,3,,,,
1930,24to23,24,23,0.3069259339591,-0.814530409865095,476,174,302,2,,,,
1945,23to18,23,18,0.11972840757964,-1.77385831987745,166,19,147,3,,,,
1963,18to13,18,13,0.332741893214076,-0.464646464646465,99,53,46,4,,,,
1979,13to12,13,12,0.327340525595664,-0.489164086687306,165,165,0,4,,,,
1997,12to17,12,17,0.112865677818158,-1.70393948624226,201,23,178,4,,,,
2014,17to22,17,22,0.173273347765089,-0.898336414048059,541,55,486,4,,,,
2030,22to21,22,21,0.229709811950056,-1.30381993401973,470,436,34,3,,,,
2046,21to16,21,16,0.331408645305058,-1.10475901854037,469,58,411,3,,,,
2063,16to15,16,15,0.090690446328053,-1.79786481845518,537,60,477,4,,,,
2079,15to10,15,10,0.327873591327729,-0.936721991701245,964,61,903,3,,,,
2096,10to11,10,11,0.162059578549803,-1.61373683348797,502,77,425,3,,,,
2112,11to12,11,12,0.421267577705694,-0.180451127819549,133,109,24,4,,,,
2128,12to7,12,7,0.110163053800739,-1.76613739621817,299,209,90,4,,,,
2145,7to6,7,6,0.268181080888069,-0.88411214953271,535,62,473,4,,,,
2162,6to5,6,5,0.084282171910728,-1.60278783810045,535,78,457,4,,,,
2179,5to0,5,0,0.212117082033487,-1.55544671564463,535,111,424,3,,,,
2195,0to1,0,1,0.268975804613291,-1.53501769142627,533,128,405,2,,,,
2211,1to2,1,2,0.096472317846579,-1.96552729263729,532,276,256,3,,,,
2227,2to3,2,3,0.166392162975642,-1.61954037996997,530,275,255,3,,,,
2244,3to4,3,4,0.20460512452241,-1.02902876051302,530,480,50,3,,,,
2260,4to9,4,9,0.450965659115588,-0.917747395260914,529,511,18,2,,,,
2277,9to8,9,8,0.405206568104096,-0.970562645011601,431,309,122,3,,,,
2293,8to13,8,13,0.259040505312296,-0.53030303030303,330,155,175,4,,,,
2310,13to14,13,14,0.134106583545298,-1.49461670064918,431,156,275,4,,,,
2325,14to19,14,19,0.126181661282118,-2.3175669440978,428,155,273,3,,,,
2341,19to18,19,18,0.262669559727405,-1.45713415562662,396,144,252,3,,,,
2357,18to23,18,23,0.12279750355996,-1.63774408894297,427,24,403,4,,,,
2374,23to22,23,22,0.331764757539779,-1.11494546693933,360,59,301,3,,,,
2392,22to17,22,17,0.189998724075152,-1.62313480720994,395,179,216,3,,,,
2409,17to16,17,16,0.118627892080268,-1.38091454000545,363,126,237,4,,,,
2425,16to21,16,21,0.167533770097519,-1.3355581127733,395,126,269,4,,,,
2443,21to20,21,20,0.240137662773797,-1.67928650881932,899,192,707,3,,,,
2459,20to15,20,15,0.460315218710688,-1.33909517712335,396,192,204,2,,,,
2476,15to10,15,10,0.315779962933242,-0.992137608829708,397,375,22,3,,,,
2492,10to5,10,5,0.351774798025713,-0.838709677419355,330,330,0,3,,,,
2507,5to6,5,6,0.228794688163938,-1.77988782219608,362,26,336,3,,,,
2523,6to11,6,11,0.336842644858139,-0.348946135831382,427,278,149,4,,,,
2538,11to12,11,12,0.322980694629763,-0.602986339087154,426,246,180,4,,,,
2554,12to7,12,7,0.053025266096204,-2.55956462626512,426,88,338,4,,,,
2571,7to8,7,8,0.165347585739614,-1.49302250544487,294,120,174,4,,,,
2586,8to3,8,3,0.127526872723937,-1.34978480226945,359,125,234,4,,,,
2601,3to2,3,2,0.423047231102668,-0.602564102564102,390,155,235,3,,,,
2617,2to1,2,1,0.307493414497342,-1.28531717098068,422,119,303,3,,,,
2633,1to0,1,0,0.115693309470852,-1.90276093924272,454,119,335,3,,,,
2650,0to5,0,5,0.590713018261375,-1.16810395548607,158,58,100,2,,,,
2668,5to10,5,10,0.322359881506701,-1.71118431656996,192,61,131,3,,,,
2684,10to15,10,15,0.283642897508873,-1.38626262626263,225,29,196,3,,,,
2699,15to16,15,16,0.262650599754121,-1.50248980940839,290,28,262,3,,,,
2715,16to17,16,17,0.413135302455507,-0.913312693498452,323,28,295,4,,,,
2731,17to18,17,18,0.260566851715162,-0.930769230769231,390,27,363,4,,,,
2747,18to13,18,13,0.282134129314001,-0.980064966849108,454,220,234,4,,,,
2762,13to12,13,12,0.330077334073561,-0.649878372401592,224,188,36,4,,,,
2778,12to13,12,13,0.112073908591342,-1.83917103614697,31,24,7,4,,,,
2795,13to14,13,14,0.06400227041553,-2.37709092745331,485,57,428,4,,,,
2812,14to9,14,9,0.469939036655332,-1.22430443291075,552,318,234,3,,,,
2828,9to4,9,4,0.212109052026068,-1.71679499465991,584,351,233,3,,,,
2842,4to3,4,3,0.549034340884412,-0.720977596741344,256,256,0,2,,,,
2859,3to2,3,2,0.227056817683919,-1.51729278473465,258,22,236,3,,,,
2875,2to7,2,7,0.281676209576946,-1.68154517133956,321,56,265,3,,,,
2893,7to6,7,6,0.169373066449153,-1.64577018062079,386,92,294,4,,,,
2910,6to11,6,11,0.232971417022017,-0.863158022136291,387,188,199,4,,,,
2926,11to16,11,16,0.296230508972389,-0.68944099378882,227,227,0,4,,,,
2944,16to21,16,21,0.191951958039627,-1.78257160024922,519,287,232,4,,,,
2959,21to22,21,22,0.25196998400541,-1.74630377577872,585,354,231,3,,,,
2976,22to23,22,23,0.317936311738599,-1.520910676267,619,26,593,3,,,,
2992,23to24,23,24,0.277074993585277,-1.65695549092205,1079,59,1020,3,,,,
3008,24to23,24,23,0.3069259339591,-0.814530409865095,32,32,0,2,,,,
3024,23to18,23,18,0.115185137842465,-2.69536002636209,293,23,270,3,,,,
3040,18to19,18,19,0.137789535650061,-1.88653846153846,715,55,660,4,,,,
3056,19to14,19,14,0.356584158485915,-1.31757038147593,261,154,107,3,,,,
3072,14to9,14,9,0.400110567194813,-1.50891981752613,260,186,74,3,,,,
3090,9to8,9,8,0.327802140058576,-1.47730638296921,519,256,263,3,,,,
3107,8to7,8,7,0.491819564852148,0,232,232,0,4,,,,
3121,7to12,7,12,0.203888592349923,-1.73046794224617,359,27,332,4,,,,
3137,12to11,12,11,0.495450476732276,-0.889867841409692,227,25,202,4,,,,
3154,11to10,11,10,0.116640249878701,-1.77449094115761,486,57,429,4,,,,
3172,10to11,10,11,0.225933754947609,-1.61373683348797,35,35,0,3,,,,
3188,11to16,11,16,0.287542352459739,-0.956616566307904,262,192,70,4,,,,
3205,16to17,16,17,0.329173056711021,-1.45616983635559,490,224,266,4,,,,
3222,17to22,17,22,0.21685678239219,-1.18350751670966,263,188,75,4,,,,
3239,22to21,22,21,0.313849756321763,-1.65975213740956,295,190,105,3,,,,
3256,21to20,21,20,0.146470182888894,-2.44435415949583,813,191,622,3,,,,
3271,20to21,20,21,0.539684781289312,-1.18002145922747,32,32,0,2,,,,
3288,21to16,21,16,0.559149578096185,-1.10475901854037,100,100,0,3,,,,
3305,16to15,16,15,0.138941822728699,-2.43554597787547,621,225,396,4,,,,
3322,15to10,15,10,0.437543807165449,-0.992137608829708,168,168,0,3,,,,
3338,10to5,10,5,0.288704683480747,-1.70208177044261,688,94,594,3,,,,
3355,5to0,5,0,0.202062401911377,-2.42525280982745,722,94,628,3,,,,
3371,0to1,0,1,0.223814915779216,-2.41167551635996,754,93,661,2,,,,
3388,1to6,1,6,0.627454655378991,-0.719191919191919,495,139,356,3,,,,
3404,6to7,6,7,0.336379742077426,-0.626371239274465,297,194,103,4,,,,
3420,7to2,7,2,0.175209658551751,-2.06874671352056,561,126,435,4,,,,
3437,2to3,2,3,0.138607367047039,-2.59769164047417,595,13,582,3,,,,
3453,3to4,3,4,0.180483046563973,-2.00982876051302,625,12,613,3,,,,
3470,4to9,4,9,0.237921916930958,-1.885084078678,398,13,385,2,,,,
3486,9to14,9,14,0.243673414601239,-2.02939563699234,430,92,338,3,,,,
3503,14to13,14,13,0.215191765293104,-2.43440183169263,725,16,709,3,,,,
3518,13to12,13,12,0.273220394590479,-1.05290104242678,397,237,160,4,,,,
3534,12to11,12,11,0.431654337110991,-1.14677391875776,362,269,93,4,,,,
3550,11to16,11,16,0.140404974158955,-1.86119671897966,262,25,237,4,,,,
3567,16to17,16,17,0.216919087077135,-2.20755105182521,362,90,272,4,,,,
3583,17to18,17,18,0.141212538814094,-1.78765652951699,559,80,479,4,,,,
3600,18to23,18,23,0.083280929798108,-2.49754138624027,592,83,509,4,,,,
3616,23to22,23,22,0.331215738043977,-2.05656983242157,394,23,371,3,,,,
3632,22to21,22,21,0.164614421008387,-2.50185740056746,361,57,304,3,,,,
3650,21to20,21,20,0.073846179405774,-3.21085162142476,394,92,302,3,,,,
3666,20to15,20,15,0.306701982111838,-1.99560487241421,361,124,237,2,,,,
3682,15to10,15,10,0.23325440929307,-1.9310264977186,360,22,338,3,,,,
3698,10to5,10,5,0.288704683480747,-1.70208177044261,360,360,0,3,,,,
3713,5to10,5,10,0.412668688214015,-1.71118431656996,31,31,0,3,,,,
3729,10to11,10,11,0.207636610703327,-2.17783939759053,195,85,110,3,,,,
3746,11to12,11,12,0.375091197721144,-1.08982844435031,228,117,111,4,,,,
3762,12to13,12,13,0.169334209616238,-2.14032933730528,259,181,78,4,,,,
3778,13to8,13,8,0.213654542675388,-1.50861279324207,688,180,508,4,,,,
3794,8to7,8,7,0.345732063150675,-0.605128205128205,390,154,236,4,,,,
3811,7to6,7,6,0.122926019840511,-2.60321698913143,423,18,405,4,,,,
3827,6to1,6,1,0.16117725792136,-1.50306782161127,456,154,302,4,,,,
3844,1to0,1,0,0.083366545685802,-2.86390613351675,489,19,470,3,,,,
3860,0to5,0,5,0.634648995677046,-1.85946198017743,162,50,112,2,,,,
3876,5to0,5,0,0.202062401911377,-2.42525280982745,32,32,0,3,,,,
3894,0to1,0,1,0.229890438006511,-3.0683919342704,67,23,44,2,,,,
3912,1to2,1,2,0.096109583453185,-2.84967363410071,492,57,435,3,,,,
3929,2to3,2,3,0.06256235628426,-3.47777294128718,492,59,433,3,,,,
3945,3to4,3,4,0.180483046563973,-2.00982876051302,492,492,0,3,,,,
3961,4to9,4,9,0.114872702896811,-2.76288448600997,491,60,431,2,,,,
3977,9to14,9,14,0.117898662919762,-2.90923270420211,491,59,432,3,,,,
3993,14to19,14,19,0.10782805627086,-3.28818604168437,953,28,925,3,,,,
4010,19to24,19,24,0.158974677032481,-2.35764915003329,1018,28,990,3,,,,
4025,24to23,24,23,0.147920987391937,-1.75100099810039,425,27,398,2,,,,
4040,23to24,23,24,0.493925295036762,-1.65695549092205,30,30,0,3,,,,
4057,24to19,24,19,0.831283485654711,-0.15625,64,54,10,2,,,,
4073,19to18,19,18,0.208828821743545,-2.34693007399397,490,54,436,3,,,,
4091,18to17,18,17,0.204807719733367,-1.85217119259167,524,62,462,4,,,,
4106,17to12,17,12,0.216241759217299,-1.60942055989881,360,60,300,4,,,,
4123,12to11,12,11,0.42729933515273,-1.26860132992527,394,346,48,4,,,,
4139,11to16,11,16,0.128843473185651,-2.21094205004927,589,383,206,4,,,,
4155,16to21,16,21,0.300395904585594,-1.92788708782092,523,447,76,4,,,,
4170,21to22,21,22,0.186485859030387,-2.46291027397366,554,157,397,3,,,,
4188,22to23,22,23,0.439023358966426,-1.520910676267,163,163,0,3,,,,
4206,23to24,23,24,0.493925295036762,-1.65695549092205,166,166,0,3,,,,
4224,24to19,24,19,0.831283485654711,-0.15625,167,167,0,2,,,,
4240,19to14,19,14,0.575306417919401,-1.35559319516414,263,253,10,3,,,,
4256,14to9,14,9,0.552660611899553,-1.86824185142444,295,189,106,3,,,,
4272,9to8,9,8,0.345035427217263,-2.09269099835383,494,190,304,3,,,,
4287,8to13,8,13,0.260936907981208,-1.05030303030303,525,252,273,4,,,,
4304,13to18,13,18,0.359701852943306,-0.987697715289982,231,231,0,4,,,,
4321,18to17,18,17,0.098586113552976,-2.7086929317221,230,33,197,4,,,,
4338,17to22,17,22,0.33106346051455,-1.18350751670966,168,168,0,4,,,,
4353,22to23,22,23,0.439023358966426,-1.520910676267,165,165,0,3,,,,
4369,23to24,23,24,0.493925295036762,-1.65695549092205,163,163,0,3,,,,
4386,24to19,24,19,0.645867637258598,-1.15007716049383,162,1,161,2,,,,
4404,19to14,19,14,0.38297190393012,-2.13608100004219,164,36,128,3,,,,
4420,14to9,14,9,0.407589485517194,-2.45360770508297,164,68,96,3,,,,
4437,9to4,9,4,0.497900462693246,-1.73508767758674,492,483,9,3,,,,
4452,4to3,4,3,0.848216813300146,-1.04220130611037,523,355,168,2,,,,
4469,3to2,3,2,0.15507011641739,-2.34314556749946,557,97,460,3,,,,
4487,2to1,2,1,0.36863869108921,-2.06609288767545,593,130,463,3,,,,
4505,1to6,1,6,0.674112814566433,-1.43677116991238,694,196,498,3,,,,
4521,6to7,6,7,0.218278051695014,-1.44342763542302,727,133,594,4,,,,
4536,7to12,7,12,0.172170920527646,-2.42581677945547,430,131,299,4,,,,
4553,12to11,12,11,0.21773328406688,-2.25464784155318,430,6,424,4,,,,
4571,11to10,11,10,0.114519094477344,-2.42950259616926,858,296,562,4,,,,
4587,10to15,10,15,0.251749434694009,-2.30808673049715,921,72,849,3,,,,
4603,15to16,15,16,0.193305212730678,-2.34731739561529,464,72,392,3,,,,
4618,16to21,16,21,0.173291651995416,-2.64494972281012,463,131,332,4,,,,
4636,21to20,21,20,0.039278870147062,-4.07292058694201,986,136,850,3,,,,
4653,20to15,20,15,0.306701982111838,-1.99560487241421,66,66,0,2,,,,
4668,15to16,15,16,0.193305212730678,-2.34731739561529,65,65,0,3,,,,
4684,16to17,16,17,0.131250215292754,-3.094603393423,363,41,322,4,,,,
4701,17to22,17,22,0.238043830960432,-1.64356261312839,363,196,167,4,,,,
4717,22to23,22,23,0.329728700214749,-1.98519639055271,364,195,169,3,,,,
4732,23to24,23,24,0.471229539211933,-1.74786458183114,363,330,33,3,,,,
4747,24to19,24,19,0.450943301974657,-1.94786109401183,361,73,288,2,,,,
4764,19to18,19,18,0.172683409026599,-3.11432137834179,460,107,353,3,,,,
4779,18to13,18,13,0.348106500840539,-1.82965846278407,492,74,418,4,,,,
4795,13to8,13,8,0.103257360671267,-2.36712139744857,523,74,449,4,,,,
4811,8to7,8,7,0.281431855577733,-1.16719717064545,290,127,163,4,,,,
4828,7to2,7,2,0.114604044354238,-2.99353779987154,359,27,332,4,,,,
4845,2to1,2,1,0.202544967604998,-2.89849512231232,358,60,298,3,,,,
4861,1to6,1,6,0.543957327199501,-1.98733296766519,356,160,196,3,,,,
4876,6to5,6,5,0.086877748273103,-2.47975634203746,1016,125,891,4,,,,
4892,5to0,5,0,0.095228205033583,-3.30320556573296,1016,124,892,3,,,,
4909,0to1,0,1,0.229890438006511,-3.0683919342704,64,64,0,2,,,,
4925,1to6,1,6,0.543957327199501,-1.98733296766519,64,64,0,3,,,,
4941,6to11,6,11,0.226066980851737,-1.84253946543526,388,8,380,4,,,,
4956,11to12,11,12,0.239167131868362,-1.99459034911222,420,40,380,4,,,,
4973,12to17,12,17,0.254660031168066,-2.27833394991008,289,123,166,4,,,,
4990,17to22,17,22,0.12279737402948,-2.44633077921835,289,57,232,4,,,,
5006,22to23,22,23,0.180104340773377,-2.79142476425513,289,56,233,3,,,,
5021,23to22,23,22,0.346069654752841,-2.05656983242157,31,31,0,3,,,,
5036,22to21,22,21,0.134428938342273,-3.21477606085454,418,120,298,3,,,,
5053,21to16,21,16,0.609082585067626,-1.8372265510079,385,103,282,3,,,,
5067,16to15,16,15,0.137930693797568,-3.18916916628127,414,102,312,4,,,,
5084,15to20,15,20,0.36936340592613,-1.95946591303096,448,184,264,3,,,,
5101,20to15,20,15,0.306701982111838,-1.99560487241421,34,34,0,2,,,,
5118,15to10,15,10,0.185101941334408,-2.923713883459,547,4,543,3,,,,
5138,10to5,10,5,0.246005015781661,-2.66773062540444,262,9,253,3,,,,
5155,5to6,5,6,0.241357148577675,-2.67119217002217,230,25,205,3,,,,
5171,6to7,6,7,0.166941777376102,-2.37398319097858,360,25,335,4,,,,
5188,7to8,7,8,0.347177087675818,-2.18004540620822,393,123,270,4,,,,
5205,8to3,8,3,0.11726396636877,-2.18511016747529,753,124,629,4,,,,
5223,3to4,3,4,0.155943983993584,-2.41186438392269,786,470,316,3,,,,
5241,4to9,4,9,0.076873574959317,-3.5278053142682,821,193,628,2,,,,
5258,9to14,9,14,0.080191047484832,-3.64459570186019,854,226,628,3,,,,
5274,14to13,14,13,0.306173579396951,-2.9111695084603,495,259,236,3,,,,
5290,13to18,13,18,0.209024823089777,-1.955378323655,526,17,509,4,,,,
5307,18to19,18,19,0.156935546547291,-2.8543956043956,560,18,542,4,,,,
5323,19to24,19,24,0.281573945038092,-2.75358823632771,591,357,234,3,,,,
5340,24to23,24,23,0.309994311999854,-2.74800698612434,334,1,333,2,,,,
5365,23to22,23,22,0.1669650618918,-3.0275000649797,344,10,334,3,,,,
5381,22to17,22,17,0.422892699380048,-2.59862500328837,408,10,398,3,,,,
5398,17to12,17,12,0.129377057862781,-2.58905856894858,442,9,433,4,,,,
5414,12to11,12,11,0.116811795606389,-3.23562035740941,473,9,464,4,,,,
5430,11to6,11,6,0.39412120069698,-1.52739243427968,275,253,22,4,,,,
5446,6to1,6,1,0.275087892885211,-2.06172703948837,537,237,300,4,,,,
5463,1to6,1,6,0.365635143467751,-2.71460569493792,33,9,24,3,,,,
5479,6to5,6,5,0.084041266556717,-3.35952173793189,341,41,300,4,,,,
5494,5to10,5,10,0.431737950753079,-2.51969495486783,376,72,304,3,,,,
5510,10to15,10,15,0.352480682731194,-2.30808673049715,409,409,0,3,,,,
5526,15to20,15,20,0.485488052114075,-1.95946591303096,442,442,0,3,,,,
5541,20to21,20,21,0.693298017888162,-1.18002145922747,505,505,0,2,,,,
5557,21to22,21,22,0.223029810397414,-2.983743607307,192,92,100,3,,,,
5573,22to23,22,23,0.225475717951327,-3.40086682434097,233,91,142,3,,,,
5589,23to24,23,24,0.437527383377217,-2.40575931867324,266,91,175,3,,,,
5604,24to19,24,19,0.525771190944125,-2.64483079098153,297,90,207,2,,,,
5620,19to14,19,14,0.490370238598617,-2.26315282324661,362,316,46,3,,,,
5637,14to9,14,9,0.285824519011072,-3.30461780609307,396,59,337,3,,,,
5654,9to4,9,4,0.333364130443018,-2.59355635508094,431,61,370,3,,,,
5671,4to3,4,3,0.834609032344264,-1.90915409580994,466,62,404,2,,,,
5687,3to8,3,8,0.437854437189985,-1.93364193175083,499,5,494,3,,,,
5702,8to7,8,7,0.159053205310902,-2.09940056047595,531,36,495,4,,,,
5719,7to2,7,2,0.069361196165899,-3.88579369212743,891,96,795,4,,,,
5734,2to1,2,1,0.114652477101741,-3.57210623342343,288,94,194,3,,,,
5750,1to0,1,0,0.187018618982605,-3.55621382582444,858,264,594,3,,,,
5764,0to5,0,5,0.629069772959295,-2.5401637345634,285,91,194,2,,,,
5781,5to10,5,10,0.278039674977371,-3.19913746357863,287,92,195,3,,,,
5796,10to5,10,5,0.246005015781661,-2.66773062540444,32,32,0,3,,,,
5812,5to0,5,0,0.155459737147813,-3.89997975928135,62,25,37,3,,,,
